term,coef,se,p,or,lo95,hi95
Intercept,-1.5349110873158849,0.17873523415971382,8.878584076373382e-18,0.21547484876521583,0.15179381697063077,0.3058715524583972
d_mid_clustering,1.458831823902591,0.37231399321820796,8.918173277486486e-05,4.30093234623646,2.0732064059107356,8.92242036015565
d_end_clustering,0.5256708380192037,0.3564364933113941,0.14026760562672053,1.6915932529027826,0.841184140402315,3.4017376170426226
clustering_first,2.5354756276477968,0.35290688298342276,6.743102615579589e-13,12.62243299864598,6.320372441252077,25.208295284216547
