term,coef,se,p,or,lo95,hi95
Intercept,-2.429968689872616,0.24117855060733548,7.097644654095286e-24,0.08803958906996796,0.0548760293836488,0.14124508151674595
d_mid_clustering,1.2555784396318963,0.47407437370042704,0.00808536531671074,3.5098680340418014,1.3859594828383621,8.888552493006165
d_end_clustering,0.5169290494901778,0.4510803222419328,0.2518034075147203,1.6768701492980032,0.6926791443981586,4.0594458781487495
clustering_first,1.7874342493278388,0.4320220437220511,3.5131218053652445e-05,5.974104722353506,2.5616998540678595,13.932126816876117
