term,coef,se,p,or,lo95,hi95
Intercept,-3.1432971111986663,0.3184501325189018,5.582399824954839e-23,0.043140324708342954,0.023110704490434397,0.0805292463806794
d_mid_clustering,1.7369848391572937,0.5895822947695503,0.003217793316242726,5.680190887697156,1.7885469696529621,18.03954219158036
d_end_clustering,1.3886891833274937,0.5834496636948692,0.017306278952801114,4.00959076833919,1.277784657930134,12.581789920371614
clustering_first,1.9829434978391345,0.5421902393694137,0.0002549022518534761,7.264093390507932,2.509919368878915,21.023405548517697
