track,n_centers,median_min,iqr_min,median_norm,iqr_norm,p95_norm
ABI,29,14.4,0.9333333333333336,0.7359307359307359,0.05058378839482869,0.9976371308016877
MND,32,13.458333333333332,2.7062500000000007,0.7173665543070364,0.15750376881387296,1.0
MZT,21,14.566666666666666,2.3916666666666675,0.7497839239412273,0.18141181471592338,0.9995805369127517
SLU,23,14.566666666666666,1.125,0.728405315614618,0.05700233678729094,0.924953187464438
