target,description,roc_auc_mean,roc_auc_sd,accuracy_mean,accuracy_sd,precision_mean,precision_sd,recall_mean,recall_sd,f1_mean,f1_sd
role_facilitator,Facilitator vs Non-facilitator,0.9690148528925875,0.02639839305145065,0.9546376204440721,0.019574726150559323,0.716902966314731,0.13359158795767911,0.8307692307692308,0.12307692307692308,0.758232622917055,0.09651747103413684
role_on_team,On-team vs Not-on-team,0.8305668759811617,0.018071450840456988,0.7419103477167994,0.02280441097616437,0.5696764204905369,0.026801660829406403,0.8273469387755101,0.03467034015500818,0.6744405100137875,0.026604696952611914
