i_rowid,j_rowid,t_i,t_j,sim,speaker_i,speaker_j,t_center,session,sim_z
0,8,2.3125,40.0,0.3576923608779907,Brad Smith,Aniruddha Ray,21.15625,2021_05_21_ABI_S15,-0.6044809318694132
0,9,2.3125,44.0,0.36181384325027466,Brad Smith,Aniruddha Ray,23.15625,2021_05_21_ABI_S15,-0.5651421946029385
2,9,11.5625,44.0,0.35641562938690186,Brad Smith,Aniruddha Ray,27.78125,2021_05_21_ABI_S15,-0.6166670824218289
3,8,16.1875,40.0,0.34843260049819946,Brad Smith,Aniruddha Ray,28.09375,2021_05_21_ABI_S15,-0.6928635204207407
3,9,16.1875,44.0,0.49068590998649597,Brad Smith,Aniruddha Ray,30.09375,2021_05_21_ABI_S15,0.6649162931916923
4,19,20.8125,83.25,0.4686436355113983,Brad Smith,Aniruddha Ray,52.03125,2021_05_21_ABI_S15,0.45452712589534566
4,20,20.8125,89.75,0.7031834125518799,Brad Smith,Aniruddha Ray,55.28125,2021_05_21_ABI_S15,2.6931630908528184
4,21,20.8125,96.25,0.6044608354568481,Brad Smith,Aniruddha Ray,58.53125,2021_05_21_ABI_S15,1.750875541905078
4,22,20.8125,102.75,0.548204779624939,Brad Smith,Aniruddha Ray,61.78125,2021_05_21_ABI_S15,1.2139225720460218
4,23,20.8125,109.25,0.345089852809906,Brad Smith,Aniruddha Ray,65.03125,2021_05_21_ABI_S15,-0.7247693885477517
4,24,20.8125,115.75,0.455788791179657,Brad Smith,Aniruddha Ray,68.28125,2021_05_21_ABI_S15,0.33183016929340053
4,26,20.8125,127.08333333333333,0.6585566401481628,Brad Smith,Alexandra Dickinson,73.94791666666666,2021_05_21_ABI_S15,2.267209340220194
4,27,20.8125,135.25,0.3756060302257538,Brad Smith,Alexandra Dickinson,78.03125,2021_05_21_ABI_S15,-0.4334984871332394
5,20,25.4375,89.75,0.34626689553260803,Brad Smith,Aniruddha Ray,57.59375,2021_05_21_ABI_S15,-0.713534747649814
5,21,25.4375,96.25,0.757158637046814,Brad Smith,Aniruddha Ray,60.84375,2021_05_21_ABI_S15,3.208345974949095
5,22,25.4375,102.75,0.4552233815193176,Brad Smith,Aniruddha Ray,64.09375,2021_05_21_ABI_S15,0.3264334454773307
5,24,25.4375,115.75,0.30331769585609436,Brad Smith,Aniruddha Ray,70.59375,2021_05_21_ABI_S15,-1.1234763971014048
5,26,25.4375,127.08333333333333,0.3579745292663574,Brad Smith,Alexandra Dickinson,76.26041666666666,2021_05_21_ABI_S15,-0.6017876901927028
5,27,25.4375,135.25,0.7186617851257324,Brad Smith,Alexandra Dickinson,80.34375,2021_05_21_ABI_S15,2.8409011076620394
5,28,25.4375,143.41666666666669,0.4366684556007385,Brad Smith,Alexandra Dickinson,84.42708333333334,2021_05_21_ABI_S15,0.1493303331072557
7,17,34.6875,70.25,0.33387163281440735,Brad Smith,Aniruddha Ray,52.46875,2021_05_21_ABI_S15,-0.8318450882931036
10,31,48.5,167.91666666666666,0.31226903200149536,Brad Smith,Alexandra Dickinson,108.20833333333333,2021_05_21_ABI_S15,-1.0380376571043943
11,20,53.5,89.75,0.3113933205604553,Brad Smith,Aniruddha Ray,71.625,2021_05_21_ABI_S15,-1.0463961502844172
11,21,53.5,96.25,0.552638828754425,Brad Smith,Aniruddha Ray,74.875,2021_05_21_ABI_S15,1.2562446974309311
11,27,53.5,135.25,0.7292202711105347,Brad Smith,Alexandra Dickinson,94.375,2021_05_21_ABI_S15,2.9416797762500893
11,31,53.5,167.91666666666666,0.3001687228679657,Brad Smith,Alexandra Dickinson,110.70833333333333,2021_05_21_ABI_S15,-1.153532723891072
12,32,56.66666666666667,173.0,0.5414210557937622,Aniruddha Ray,Brad Smith,114.83333333333334,2021_05_21_ABI_S15,1.1491732645450166
13,32,58.0,173.0,0.38889509439468384,Aniruddha Ray,Brad Smith,115.5,2021_05_21_ABI_S15,-0.30665698773137134
14,32,59.33333333333333,173.0,0.30216479301452637,Aniruddha Ray,Brad Smith,116.16666666666666,2021_05_21_ABI_S15,-1.134480627589738
17,32,70.25,173.0,0.3136546015739441,Aniruddha Ray,Brad Smith,121.625,2021_05_21_ABI_S15,-1.0248126685076877
19,26,83.25,127.08333333333333,0.3306211829185486,Aniruddha Ray,Alexandra Dickinson,105.16666666666666,2021_05_21_ABI_S15,-0.8628699921749972
19,31,83.25,167.91666666666666,0.37024834752082825,Aniruddha Ray,Alexandra Dickinson,125.58333333333333,2021_05_21_ABI_S15,-0.48463651302983085
19,35,83.25,200.0,0.4275127649307251,Aniruddha Ray,Barbara Smith,141.625,2021_05_21_ABI_S15,0.061941069432889795
20,26,89.75,127.08333333333333,0.6067600250244141,Aniruddha Ray,Alexandra Dickinson,108.41666666666666,2021_05_21_ABI_S15,1.7728208533620755
20,27,89.75,135.25,0.3345610499382019,Aniruddha Ray,Alexandra Dickinson,112.5,2021_05_21_ABI_S15,-0.8252647376691765
20,28,89.75,143.41666666666669,0.3803469240665436,Aniruddha Ray,Alexandra Dickinson,116.58333333333334,2021_05_21_ABI_S15,-0.3882475894306907
20,31,89.75,167.91666666666666,0.35893744230270386,Aniruddha Ray,Alexandra Dickinson,128.83333333333331,2021_05_21_ABI_S15,-0.5925968749651456
20,35,89.75,200.0,0.6145568490028381,Aniruddha Ray,Barbara Smith,144.875,2021_05_21_ABI_S15,1.8472400021767788
20,36,89.75,209.60000000000002,0.6419320106506348,Aniruddha Ray,Barbara Smith,149.675,2021_05_21_ABI_S15,2.1085305268996044
21,26,96.25,127.08333333333333,0.5451250672340393,Aniruddha Ray,Alexandra Dickinson,111.66666666666666,2021_05_21_ABI_S15,1.1845273240118124
21,27,96.25,135.25,0.6987549066543579,Aniruddha Ray,Alexandra Dickinson,115.75,2021_05_21_ABI_S15,2.6508938745249293
21,28,96.25,143.41666666666669,0.5547815561294556,Aniruddha Ray,Alexandra Dickinson,119.83333333333334,2021_05_21_ABI_S15,1.2766966080849365
21,29,96.25,151.58333333333331,0.3931697607040405,Aniruddha Ray,Alexandra Dickinson,123.91666666666666,2021_05_21_ABI_S15,-0.2658561399644434
21,31,96.25,167.91666666666666,0.3039536476135254,Aniruddha Ray,Alexandra Dickinson,132.08333333333331,2021_05_21_ABI_S15,-1.1174063628661572
21,35,96.25,200.0,0.6150213479995728,Aniruddha Ray,Barbara Smith,148.125,2021_05_21_ABI_S15,1.8516735535892426
21,36,96.25,209.60000000000002,0.5857306122779846,Aniruddha Ray,Barbara Smith,152.925,2021_05_21_ABI_S15,1.5720992517210604
22,26,102.75,127.08333333333333,0.5943751335144043,Aniruddha Ray,Alexandra Dickinson,114.91666666666666,2021_05_21_ABI_S15,1.654609503857727
22,27,102.75,135.25,0.3357028067111969,Aniruddha Ray,Alexandra Dickinson,119.0,2021_05_21_ABI_S15,-0.8143668942094754
22,28,102.75,143.41666666666669,0.45396846532821655,Aniruddha Ray,Alexandra Dickinson,123.08333333333334,2021_05_21_ABI_S15,0.3144555176654465
22,29,102.75,151.58333333333331,0.3488146960735321,Aniruddha Ray,Alexandra Dickinson,127.16666666666666,2021_05_21_ABI_S15,-0.6892164934311861
22,35,102.75,200.0,0.5147801637649536,Aniruddha Ray,Barbara Smith,151.375,2021_05_21_ABI_S15,0.8948911986763087
22,36,102.75,209.60000000000002,0.4225534200668335,Aniruddha Ray,Barbara Smith,156.175,2021_05_21_ABI_S15,0.014605099752068331
23,26,109.25,127.08333333333333,0.36277297139167786,Aniruddha Ray,Alexandra Dickinson,118.16666666666666,2021_05_21_ABI_S15,-0.5559875054519489
23,35,109.25,200.0,0.40443411469459534,Aniruddha Ray,Barbara Smith,154.625,2021_05_21_ABI_S15,-0.1583401003251808
23,36,109.25,209.60000000000002,0.4425268769264221,Aniruddha Ray,Barbara Smith,159.425,2021_05_21_ABI_S15,0.2052478104880136
24,26,115.75,127.08333333333333,0.5239200592041016,Aniruddha Ray,Alexandra Dickinson,121.41666666666666,2021_05_21_ABI_S15,0.9821296999838964
24,28,115.75,143.41666666666669,0.41717350482940674,Aniruddha Ray,Alexandra Dickinson,129.58333333333334,2021_05_21_ABI_S15,-0.03674513128719595
24,29,115.75,151.58333333333331,0.34521421790122986,Aniruddha Ray,Alexandra Dickinson,133.66666666666666,2021_05_21_ABI_S15,-0.7235823482523449
24,35,115.75,200.0,0.48060259222984314,Aniruddha Ray,Barbara Smith,157.875,2021_05_21_ABI_S15,0.5686730117280059
24,36,115.75,209.60000000000002,0.6477704048156738,Aniruddha Ray,Barbara Smith,162.675,2021_05_21_ABI_S15,2.1642568489775793
26,35,127.08333333333333,200.0,0.6959919929504395,Alexandra Dickinson,Barbara Smith,163.54166666666666,2021_05_21_ABI_S15,2.624522407545159
26,36,127.08333333333333,209.60000000000002,0.5777553915977478,Alexandra Dickinson,Barbara Smith,168.34166666666667,2021_05_21_ABI_S15,1.4959773415336501
27,35,135.25,200.0,0.3606942594051361,Alexandra Dickinson,Barbara Smith,167.625,2021_05_21_ABI_S15,-0.5758284018345584
27,36,135.25,209.60000000000002,0.403732031583786,Alexandra Dickinson,Barbara Smith,172.425,2021_05_21_ABI_S15,-0.16504134529982623
28,35,143.41666666666669,200.0,0.5470784902572632,Alexandra Dickinson,Barbara Smith,171.70833333333334,2021_05_21_ABI_S15,1.2031723619228452
28,36,143.41666666666669,209.60000000000002,0.40531837940216064,Alexandra Dickinson,Barbara Smith,176.50833333333335,2021_05_21_ABI_S15,-0.14989996790126098
28,41,143.41666666666669,252.1875,0.40193772315979004,Alexandra Dickinson,Yevgenia Kozorovitskiy,197.80208333333334,2021_05_21_ABI_S15,-0.18216766570853984
28,42,143.41666666666669,261.0625,0.549453616142273,Alexandra Dickinson,Yevgenia Kozorovitskiy,202.23958333333334,2021_05_21_ABI_S15,1.2258424705695612
29,35,151.58333333333331,200.0,0.3658100962638855,Alexandra Dickinson,Barbara Smith,175.79166666666666,2021_05_21_ABI_S15,-0.526998746893449
29,36,151.58333333333331,209.60000000000002,0.3115388751029968,Alexandra Dickinson,Barbara Smith,180.59166666666667,2021_05_21_ABI_S15,-1.045006860851691
29,42,151.58333333333331,261.0625,0.39564967155456543,Alexandra Dickinson,Yevgenia Kozorovitskiy,206.32291666666666,2021_05_21_ABI_S15,-0.2421858794656662
31,35,167.91666666666666,200.0,0.31621578335762024,Alexandra Dickinson,Barbara Smith,183.95833333333331,2021_05_21_ABI_S15,-1.0003666929632422
31,45,167.91666666666666,287.6875,0.3019256889820099,Alexandra Dickinson,Yevgenia Kozorovitskiy,227.80208333333331,2021_05_21_ABI_S15,-1.136762828474006
32,33,173.0,180.8,0.421996146440506,Brad Smith,Barbara Smith,176.9,2021_05_21_ABI_S15,0.009286032777754112
35,41,200.0,252.1875,0.40858104825019836,Barbara Smith,Yevgenia Kozorovitskiy,226.09375,2021_05_21_ABI_S15,-0.11875843652808606
35,42,200.0,261.0625,0.634344220161438,Barbara Smith,Yevgenia Kozorovitskiy,230.53125,2021_05_21_ABI_S15,2.0361065615576988
35,43,200.0,269.9375,0.36007535457611084,Barbara Smith,Yevgenia Kozorovitskiy,234.96875,2021_05_21_ABI_S15,-0.5817357264966037
35,45,200.0,287.6875,0.31199270486831665,Barbara Smith,Yevgenia Kozorovitskiy,243.84375,2021_05_21_ABI_S15,-1.0406751451511265
35,46,200.0,296.5625,0.33357083797454834,Barbara Smith,Yevgenia Kozorovitskiy,248.28125,2021_05_21_ABI_S15,-0.834716115779694
36,41,209.60000000000002,252.1875,0.5424041748046875,Barbara Smith,Yevgenia Kozorovitskiy,230.89375,2021_05_21_ABI_S15,1.1585569418191315
36,42,209.60000000000002,261.0625,0.5556988716125488,Barbara Smith,Yevgenia Kozorovitskiy,235.33125,2021_05_21_ABI_S15,1.2854522036499072
36,43,209.60000000000002,269.9375,0.30398234724998474,Barbara Smith,Yevgenia Kozorovitskiy,239.76875,2021_05_21_ABI_S15,-1.117132430490294
36,46,209.60000000000002,296.5625,0.3498185873031616,Barbara Smith,Yevgenia Kozorovitskiy,253.08125,2021_05_21_ABI_S15,-0.6796345494218928
36,51,209.60000000000002,327.0,0.4671366512775421,Barbara Smith,Sixian You,268.3,2021_05_21_ABI_S15,0.4401432582755172
41,51,252.1875,327.0,0.4798332750797272,Yevgenia Kozorovitskiy,Sixian You,289.59375,2021_05_21_ABI_S15,0.5613300310940176
41,52,252.1875,334.1428571428571,0.3142894506454468,Yevgenia Kozorovitskiy,Sixian You,293.16517857142856,2021_05_21_ABI_S15,-1.0187531591923853
41,53,252.1875,341.28571428571433,0.4378378093242645,Yevgenia Kozorovitskiy,Sixian You,296.73660714285717,2021_05_21_ABI_S15,0.1604915840228751
41,54,252.1875,348.42857142857144,0.43996989727020264,Yevgenia Kozorovitskiy,Sixian You,300.3080357142857,2021_05_21_ABI_S15,0.18084194342227689
41,55,252.1875,357.0,0.38530460000038147,Yevgenia Kozorovitskiy,Sixian You,304.59375,2021_05_21_ABI_S15,-0.3409275493584345
42,51,261.0625,327.0,0.5022132992744446,Yevgenia Kozorovitskiy,Sixian You,294.03125,2021_05_21_ABI_S15,0.7749429529237565
42,52,261.0625,334.1428571428571,0.4090370237827301,Yevgenia Kozorovitskiy,Sixian You,297.60267857142856,2021_05_21_ABI_S15,-0.1144062399022233
42,53,261.0625,341.28571428571433,0.5647441744804382,Yevgenia Kozorovitskiy,Sixian You,301.17410714285717,2021_05_21_ABI_S15,1.3717878375006003
42,54,261.0625,348.42857142857144,0.5391722321510315,Yevgenia Kozorovitskiy,Sixian You,304.7455357142857,2021_05_21_ABI_S15,1.1277086859179346
42,55,261.0625,357.0,0.32313138246536255,Yevgenia Kozorovitskiy,Sixian You,309.03125,2021_05_21_ABI_S15,-0.9343586619282862
42,57,261.0625,377.0,0.5808422565460205,Yevgenia Kozorovitskiy,Sixian You,319.03125,2021_05_21_ABI_S15,1.5254408593188535
43,51,269.9375,327.0,0.36220335960388184,Yevgenia Kozorovitskiy,Sixian You,298.46875,2021_05_21_ABI_S15,-0.5614243377467276
43,52,269.9375,334.1428571428571,0.4985491633415222,Yevgenia Kozorovitskiy,Sixian You,302.04017857142856,2021_05_21_ABI_S15,0.7399694973187517
43,54,269.9375,348.42857142857144,0.42195165157318115,Yevgenia Kozorovitskiy,Sixian You,309.1830357142857,2021_05_21_ABI_S15,0.008861338035112734
44,51,278.8125,327.0,0.3628074526786804,Yevgenia Kozorovitskiy,Sixian You,302.90625,2021_05_21_ABI_S15,-0.555658388360699
44,52,278.8125,334.1428571428571,0.41683247685432434,Yevgenia Kozorovitskiy,Sixian You,306.47767857142856,2021_05_21_ABI_S15,-0.04000017612312716
44,53,278.8125,341.28571428571433,0.3044516444206238,Yevgenia Kozorovitskiy,Sixian You,310.04910714285717,2021_05_21_ABI_S15,-1.1126530814532052
44,54,278.8125,348.42857142857144,0.3919851779937744,Yevgenia Kozorovitskiy,Sixian You,313.6205357142857,2021_05_21_ABI_S15,-0.2771627485582207
44,55,278.8125,357.0,0.35456761717796326,Yevgenia Kozorovitskiy,Sixian You,317.90625,2021_05_21_ABI_S15,-0.6343059948775885
44,58,278.8125,385.83333333333337,0.5273468494415283,Yevgenia Kozorovitskiy,Sixian You,332.3229166666667,2021_05_21_ABI_S15,1.0148377376850861
44,59,278.8125,393.5,0.39742639660835266,Yevgenia Kozorovitskiy,Sixian You,336.15625,2021_05_21_ABI_S15,-0.2252273888614793
45,51,287.6875,327.0,0.4297336935997009,Yevgenia Kozorovitskiy,Sixian You,307.34375,2021_05_21_ABI_S15,0.08313939603109527
45,54,287.6875,348.42857142857144,0.40312331914901733,Yevgenia Kozorovitskiy,Sixian You,318.0580357142857,2021_05_21_ABI_S15,-0.1708513855667051
45,55,287.6875,357.0,0.46170106530189514,Yevgenia Kozorovitskiy,Sixian You,322.34375,2021_05_21_ABI_S15,0.38826166100768356
45,57,287.6875,377.0,0.35873275995254517,Yevgenia Kozorovitskiy,Sixian You,332.34375,2021_05_21_ABI_S15,-0.5945505276727551
45,58,287.6875,385.83333333333337,0.4689983129501343,Yevgenia Kozorovitskiy,Sixian You,336.7604166666667,2021_05_21_ABI_S15,0.45791245217275695
45,59,287.6875,393.5,0.31772923469543457,Yevgenia Kozorovitskiy,Sixian You,340.59375,2021_05_21_ABI_S15,-0.9859210981102233
46,51,296.5625,327.0,0.3064870238304138,Yevgenia Kozorovitskiy,Sixian You,311.78125,2021_05_21_ABI_S15,-1.0932257859787005
46,52,296.5625,334.1428571428571,0.3579975366592407,Yevgenia Kozorovitskiy,Sixian You,315.35267857142856,2021_05_21_ABI_S15,-0.601568089160339
46,53,296.5625,341.28571428571433,0.47736597061157227,Yevgenia Kozorovitskiy,Sixian You,318.92410714285717,2021_05_21_ABI_S15,0.5377800960313671
46,54,296.5625,348.42857142857144,0.3190956115722656,Yevgenia Kozorovitskiy,Sixian You,322.4955357142857,2021_05_21_ABI_S15,-0.9728793000120171
46,60,296.5625,401.16666666666663,0.4075184464454651,Yevgenia Kozorovitskiy,Sixian You,348.8645833333333,2021_05_21_ABI_S15,-0.1289007614101211
50,65,319.8571428571429,427.16666666666663,0.5156520009040833,Sixian You,Luke Mortensen,373.51190476190476,2021_05_21_ABI_S15,0.9032127124078766
50,66,319.8571428571429,432.83333333333337,0.4405709505081177,Sixian You,Luke Mortensen,376.34523809523813,2021_05_21_ABI_S15,0.18657887816413307
50,67,319.8571428571429,438.5,0.3399260342121124,Sixian You,Luke Mortensen,379.17857142857144,2021_05_21_ABI_S15,-0.7740570197351121
51,66,327.0,432.83333333333337,0.374874472618103,Sixian You,Luke Mortensen,379.9166666666667,2021_05_21_ABI_S15,-0.4404810603734389
51,67,327.0,438.5,0.6169049143791199,Sixian You,Luke Mortensen,382.75,2021_05_21_ABI_S15,1.8696518235989013
52,67,334.1428571428571,438.5,0.5214729309082031,Sixian You,Luke Mortensen,386.32142857142856,2021_05_21_ABI_S15,0.958772342510508
53,67,341.28571428571433,438.5,0.5724674463272095,Sixian You,Luke Mortensen,389.89285714285717,2021_05_21_ABI_S15,1.4455049457092495
54,67,348.42857142857144,438.5,0.7264002561569214,Sixian You,Luke Mortensen,393.4642857142857,2021_05_21_ABI_S15,2.914763289091551
54,68,348.42857142857144,444.16666666666663,0.4693164527416229,Sixian You,Luke Mortensen,396.29761904761904,2021_05_21_ABI_S15,0.4609490338055076
55,68,357.0,444.16666666666663,0.34194108843803406,Sixian You,Luke Mortensen,400.5833333333333,2021_05_21_ABI_S15,-0.7548237241363485
56,71,367.0,456.0,0.31054604053497314,Sixian You,Barbara Smith,411.5,2021_05_21_ABI_S15,-1.0544832712042393
57,67,377.0,438.5,0.6664453744888306,Sixian You,Luke Mortensen,407.75,2021_05_21_ABI_S15,2.342505755335169
57,68,377.0,444.16666666666663,0.31894952058792114,Sixian You,Luke Mortensen,410.5833333333333,2021_05_21_ABI_S15,-0.974273709676068
57,73,377.0,479.5,0.5043178796768188,Sixian You,Luke Mortensen,428.25,2021_05_21_ABI_S15,0.7950307582391275
57,74,377.0,494.5,0.4416276812553406,Sixian You,Luke Mortensen,435.75,2021_05_21_ABI_S15,0.19666516495889394
58,67,385.83333333333337,438.5,0.3985443115234375,Sixian You,Luke Mortensen,412.1666666666667,2021_05_21_ABI_S15,-0.21455711123842455
58,73,385.83333333333337,479.5,0.4476315975189209,Sixian You,Luke Mortensen,432.6666666666667,2021_05_21_ABI_S15,0.2539713628577866
58,74,385.83333333333337,494.5,0.44629621505737305,Sixian You,Luke Mortensen,440.1666666666667,2021_05_21_ABI_S15,0.24122540034722073
59,67,393.5,438.5,0.30788183212280273,Sixian You,Luke Mortensen,416.0,2021_05_21_ABI_S15,-1.0799126156202934
59,68,393.5,444.16666666666663,0.42224758863449097,Sixian You,Luke Mortensen,418.8333333333333,2021_05_21_ABI_S15,0.0116859989824864
59,73,393.5,479.5,0.4781286418437958,Sixian You,Luke Mortensen,436.5,2021_05_21_ABI_S15,0.5450596426883902
59,74,393.5,494.5,0.3540177643299103,Sixian You,Luke Mortensen,444.0,2021_05_21_ABI_S15,-0.6395542319852465
60,73,401.16666666666663,479.5,0.6112775802612305,Sixian You,Luke Mortensen,440.3333333333333,2021_05_21_ABI_S15,1.8159400280898388
60,74,401.16666666666663,494.5,0.48022395372390747,Sixian You,Luke Mortensen,447.8333333333333,2021_05_21_ABI_S15,0.5650589817847649
62,73,409.5,479.5,0.3584972321987152,Sixian You,Luke Mortensen,444.5,2021_05_21_ABI_S15,-0.5967985936815259
66,78,432.83333333333337,527.625,0.3536609411239624,Luke Mortensen,Steve Jett,480.2291666666667,2021_05_21_ABI_S15,-0.6429600391879561
67,78,438.5,527.625,0.46959060430526733,Luke Mortensen,Steve Jett,483.0625,2021_05_21_ABI_S15,0.4635657564696456
67,79,438.5,535.875,0.5176501274108887,Luke Mortensen,Steve Jett,487.1875,2021_05_21_ABI_S15,0.9222844362626214
67,80,438.5,553.5,0.4968215227127075,Luke Mortensen,Steve Jett,496.0,2021_05_21_ABI_S15,0.7234795078807607
69,70,448.5,450.5,0.623464822769165,Luke Mortensen,Sixian You,449.5,2021_05_21_ABI_S15,1.9322648568083884
71,72,456.0,464.5,0.4372483193874359,Barbara Smith,Luke Mortensen,460.25,2021_05_21_ABI_S15,0.15486501871179242
73,78,479.5,527.625,0.4622076749801636,Luke Mortensen,Steve Jett,503.5625,2021_05_21_ABI_S15,0.39309715057912414
73,79,479.5,535.875,0.6079487800598145,Luke Mortensen,Steve Jett,507.6875,2021_05_21_ABI_S15,1.784167285977266
73,80,479.5,553.5,0.412405401468277,Luke Mortensen,Steve Jett,516.5,2021_05_21_ABI_S15,-0.08225573850081733
73,81,479.5,568.5,0.4324878454208374,Luke Mortensen,Steve Jett,524.0,2021_05_21_ABI_S15,0.1094272325658979
73,82,479.5,575.0,0.4094555974006653,Luke Mortensen,Steve Jett,527.25,2021_05_21_ABI_S15,-0.11041103718259962
73,85,479.5,597.0,0.39866912364959717,Luke Mortensen,Steve Jett,538.25,2021_05_21_ABI_S15,-0.21336580408358055
74,79,494.5,535.875,0.495624840259552,Luke Mortensen,Steve Jett,515.1875,2021_05_21_ABI_S15,0.7120574096248853
74,81,494.5,568.5,0.3506067395210266,Luke Mortensen,Steve Jett,531.5,2021_05_21_ABI_S15,-0.6721117917769538
74,82,494.5,575.0,0.30896276235580444,Luke Mortensen,Steve Jett,534.75,2021_05_21_ABI_S15,-1.0695953495013364
74,85,494.5,597.0,0.35294249653816223,Luke Mortensen,Steve Jett,545.75,2021_05_21_ABI_S15,-0.649817451218
74,87,494.5,608.6,0.3824614882469177,Luke Mortensen,Brad Smith,551.55,2021_05_21_ABI_S15,-0.36806449092122406
75,77,504.0,519.375,0.3546484410762787,Luke Mortensen,Steve Jett,511.6875,2021_05_21_ABI_S15,-0.6335345466913572
75,78,504.0,527.625,0.30694061517715454,Luke Mortensen,Steve Jett,515.8125,2021_05_21_ABI_S15,-1.0888963459365024
79,87,535.875,608.6,0.33117762207984924,Steve Jett,Brad Smith,572.2375,2021_05_21_ABI_S15,-0.8575588900049655
80,87,553.5,608.6,0.3339530825614929,Steve Jett,Brad Smith,581.05,2021_05_21_ABI_S15,-0.8310676665036603
81,87,568.5,608.6,0.34075406193733215,Steve Jett,Brad Smith,588.55,2021_05_21_ABI_S15,-0.766153658228382
84,87,592.0,608.6,0.30041778087615967,Steve Jett,Brad Smith,600.3,2021_05_21_ABI_S15,-1.1511555142700043
85,99,597.0,697.75,0.33398592472076416,Steve Jett,Brad Smith,647.375,2021_05_21_ABI_S15,-0.8307541945636798
99,108,697.75,775.25,0.42157605290412903,Brad Smith,Yevgenia Kozorovitskiy,736.5,2021_05_21_ABI_S15,0.005276322736044222
99,110,697.75,787.0,0.312282532453537,Brad Smith,Yevgenia Kozorovitskiy,742.375,2021_05_21_ABI_S15,-1.0379087979493933
101,108,711.0,775.25,0.3558025658130646,Brad Smith,Yevgenia Kozorovitskiy,743.125,2021_05_21_ABI_S15,-0.6225186534538957
101,110,711.0,787.0,0.3948749303817749,Brad Smith,Yevgenia Kozorovitskiy,749.0,2021_05_21_ABI_S15,-0.24958063132749156
102,108,722.5,775.25,0.47299131751060486,Brad Smith,Yevgenia Kozorovitskiy,748.875,2021_05_21_ABI_S15,0.4960248940370033
102,110,722.5,787.0,0.48934733867645264,Brad Smith,Yevgenia Kozorovitskiy,754.75,2021_05_21_ABI_S15,0.652139893750475
103,115,730.25,835.6666666666667,0.32125917077064514,Brad Smith,Yevgenia Kozorovitskiy,782.9583333333334,2021_05_21_ABI_S15,-0.952228553708242
104,107,738.75,767.75,0.5729210376739502,Brad Smith,Yevgenia Kozorovitskiy,753.25,2021_05_21_ABI_S15,1.4498343857514475
104,108,738.75,775.25,0.4784264862537384,Brad Smith,Yevgenia Kozorovitskiy,757.0,2021_05_21_ABI_S15,0.5479025089026957
104,110,738.75,787.0,0.34663158655166626,Brad Smith,Yevgenia Kozorovitskiy,762.875,2021_05_21_ABI_S15,-0.7100538437210111
107,109,767.75,782.0,0.40001222491264343,Yevgenia Kozorovitskiy,Brad Smith,774.875,2021_05_21_ABI_S15,-0.2005461671334004
107,114,767.75,818.0,0.4120286703109741,Yevgenia Kozorovitskiy,Brad Smith,792.875,2021_05_21_ABI_S15,-0.08585156317712656
107,122,767.75,881.25,0.659493088722229,Yevgenia Kozorovitskiy,Sixian You,824.5,2021_05_21_ABI_S15,2.2761475573690735
108,109,775.25,782.0,0.30917271971702576,Yevgenia Kozorovitskiy,Brad Smith,778.625,2021_05_21_ABI_S15,-1.0675913478523689
108,113,775.25,805.75,0.3563483953475952,Yevgenia Kozorovitskiy,Brad Smith,790.5,2021_05_21_ABI_S15,-0.6173088180811718
108,114,775.25,818.0,0.32260000705718994,Yevgenia Kozorovitskiy,Brad Smith,796.625,2021_05_21_ABI_S15,-0.9394305355125433
108,122,775.25,881.25,0.47170042991638184,Yevgenia Kozorovitskiy,Sixian You,828.25,2021_05_21_ABI_S15,0.48370362626907876
109,110,782.0,787.0,0.3627168536186218,Brad Smith,Yevgenia Kozorovitskiy,784.5,2021_05_21_ABI_S15,-0.5565231385399554
109,122,782.0,881.25,0.4353911578655243,Brad Smith,Sixian You,831.625,2021_05_21_ABI_S15,0.13713877786621967
109,126,782.0,897.5,0.3899059295654297,Brad Smith,Sixian You,839.75,2021_05_21_ABI_S15,-0.2970087651721548
110,114,787.0,818.0,0.3195711374282837,Yevgenia Kozorovitskiy,Brad Smith,802.5,2021_05_21_ABI_S15,-0.9683404994001042
110,122,787.0,881.25,0.40821099281311035,Yevgenia Kozorovitskiy,Sixian You,834.125,2021_05_21_ABI_S15,-0.12229054277013428
110,126,787.0,897.5,0.5047075748443604,Yevgenia Kozorovitskiy,Sixian You,842.25,2021_05_21_ABI_S15,0.7987503218391132
111,121,793.5,877.0,0.4472998380661011,Yevgenia Kozorovitskiy,Brad Smith,835.25,2021_05_21_ABI_S15,0.25080478424085173
113,116,805.75,849.0,0.3508598804473877,Brad Smith,Yevgenia Kozorovitskiy,827.375,2021_05_21_ABI_S15,-0.6696956115063605
113,128,805.75,913.5,0.40323734283447266,Brad Smith,Sixian You,859.625,2021_05_21_ABI_S15,-0.16976305195294358
114,115,818.0,835.6666666666667,0.5847581028938293,Brad Smith,Yevgenia Kozorovitskiy,826.8333333333334,2021_05_21_ABI_S15,1.562816841244253
114,126,818.0,897.5,0.39796093106269836,Brad Smith,Sixian You,857.75,2021_05_21_ABI_S15,-0.2201253628038666
114,128,818.0,913.5,0.4529693126678467,Brad Smith,Sixian You,865.75,2021_05_21_ABI_S15,0.30491880236618674
115,125,835.6666666666667,889.8333333333333,0.31884974241256714,Yevgenia Kozorovitskiy,Sixian You,862.75,2021_05_21_ABI_S15,-0.9752260727024332
