global_session,speaker,total_utterances,total_minutes,has_new_idea_per_min,is_explanation_per_min,is_self_intro_per_min,idea_to_explanation_ratio
2021_05_20_ABI_S6_ABI,Matt Bogyo,19,19,0.0,0.0,0.0,0.0
2021_05_20_ABI_S6_ABI,Matt Bozio,8,8,0.0,0.125,0.0,0.0
2021_05_20_ABI_S6_ABI,Matt Boziyo,3,3,0.0,0.0,0.0,0.0
2021_05_20_ABI_S6_ABI,Matt Bozyko,16,15,0.0,0.0,0.06666666666666667,0.0
2021_05_20_ABI_S6_ABI,Matt Bozyo,6,6,0.16666666666666666,0.0,0.0,16666.666666666664
2021_05_20_ABI_S6_ABI,Matt Lovett-Barron,36,12,0.0,0.0,0.08333333333333333,0.0
2021_05_20_ABI_S6_ABI,Molly Bright,8,8,0.25,0.0,0.375,24999.999999999996
2021_05_20_ABI_S7_ABI,Andrew Feig,3,3,0.0,0.0,0.0,0.0
2021_05_20_ABI_S7_ABI,Aseema Mohanty,10,10,0.0,0.1,0.3,0.0
2021_05_20_ABI_S7_ABI,Candace Fleischer,2,2,0.0,0.5,0.5,0.0
2021_05_20_ABI_S7_ABI,Dylan Burnette,34,33,0.030303030303030304,0.030303030303030304,0.30303030303030304,0.9996701088640748
2021_05_20_ABI_S7_ABI,Joshua Brake,13,13,0.15384615384615385,0.0,0.15384615384615385,15384.615384615385
2021_05_20_ABI_S7_ABI,Kristen Maitland,53,50,0.02,0.06,0.1,0.3332777870354941
2021_05_20_ABI_S7_ABI,Luke Mortensen,17,17,0.0,0.0,0.23529411764705882,0.0
2021_05_20_ABI_S7_ABI,Matt Lew,18,17,0.058823529411764705,0.0,0.058823529411764705,5882.35294117647
2021_05_20_ABI_S7_ABI,Richard Weiner,2,2,0.0,0.0,0.0,0.0
2021_05_20_ABI_S7_ABI,Shiva Abbaszadeh,1,1,0.0,0.0,0.0,0.0
2021_05_20_ABI_S7_ABI,Silvia Ronco,1,1,0.0,0.0,0.0,0.0
2021_05_20_ABI_S7_ABI,Sixian You,20,20,0.15,0.0,0.1,14999.999999999998
2021_05_20_ABI_S7_ABI,Stefan Wilhelm,3,3,0.0,0.0,0.6666666666666666,0.0
2021_05_20_ABI_S7_ABI,Uzay Emir,9,9,0.0,0.1111111111111111,0.2222222222222222,0.0
2021_05_20_ABI_S7_ABI,Vivian Qian Liu,2,2,0.5,0.5,1.0,0.9999800003999921
2021_05_20_ABI_S8_ABI,Andrew Fegyveresi,2,2,0.5,0.5,0.0,0.9999800003999921
2021_05_20_ABI_S8_ABI,Andrew Hsu,3,3,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Anil Ousmane,10,9,0.1111111111111111,0.0,0.0,11111.11111111111
2021_05_20_ABI_S8_ABI,Anila Das,3,3,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Aniruddha Ray,1,1,0.0,1.0,1.0,0.0
2021_05_20_ABI_S8_ABI,Bill Mccleskey,5,5,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Carl Ed Mccauley,3,3,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Carolyn Bertozzi,7,5,0.0,0.2,0.0,0.0
2021_05_20_ABI_S8_ABI,Gail Mckee,1,1,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Gail Robertson-Steele,5,5,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Jeff Albert Finefield,6,6,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Jeff Andrew Donahue,3,3,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Jeff Baird Parente,9,8,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Jeff Bodwin,3,3,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Jeff Boyd Farinha,4,2,0.0,0.0,0.5,0.0
2021_05_20_ABI_S8_ABI,Jeff Douglas Winkler,18,18,0.0,0.0,0.05555555555555555,0.0
2021_05_20_ABI_S8_ABI,Jeff Elam,2,2,0.0,0.5,0.0,0.0
2021_05_20_ABI_S8_ABI,Jeff Squier,6,6,0.16666666666666666,0.0,0.16666666666666666,16666.666666666664
2021_05_20_ABI_S8_ABI,Jeff Tannebaum,1,1,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Jeff Wheeler,43,2,0.5,0.0,0.0,49999.99999999999
2021_05_20_ABI_S8_ABI,Jeff Winkler,17,17,0.0,0.058823529411764705,0.11764705882352941,0.0
2021_05_20_ABI_S8_ABI,Joyati Deb Roy,1,1,0.0,1.0,1.0,0.0
2021_05_20_ABI_S8_ABI,Joyoni Dey,15,12,0.08333333333333333,0.0,0.08333333333333333,8333.333333333332
2021_05_20_ABI_S8_ABI,Jyoti Dube,4,4,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Kevin Taufour,6,6,0.0,0.16666666666666666,0.16666666666666666,0.0
2021_05_20_ABI_S8_ABI,Larry Zhang,2,2,0.0,0.5,0.5,0.0
2021_05_20_ABI_S8_ABI,Layla Oesper,1,1,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Linda Alvarez,1,1,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Lingyan Shi,55,18,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.999820032394169
2021_05_20_ABI_S8_ABI,Lingyang Luo,3,3,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Lisa Poulikakos,3,3,0.3333333333333333,0.0,0.3333333333333333,33333.33333333333
2021_05_20_ABI_S8_ABI,Lisa Satterthwaite,4,4,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Liying Lu,10,10,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Mini Das,38,35,0.0,0.02857142857142857,0.11428571428571428,0.0
2021_05_20_ABI_S8_ABI,Pallavi Dhagat,8,8,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Pallavi Raghunathan,7,7,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Richard Wiener,2,2,0.0,0.0,0.5,0.0
2021_05_20_ABI_S8_ABI,Sanjukta Gayen,2,2,0.0,0.5,0.5,0.0
2021_05_20_ABI_S8_ABI,Sapun Parekh,1,1,0.0,1.0,1.0,0.0
2021_05_20_ABI_S8_ABI,Sayan Patra,2,2,0.0,0.0,0.0,0.0
2021_05_20_ABI_S8_ABI,Wan-Wei Tseng,8,8,0.0,0.0,0.125,0.0
2021_05_20_ABI_S8_ABI,Wei-Min Chen,1,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S10_ABI,Arnold Hayer,9,9,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.9999100080992711
2021_05_21_ABI_S10_ABI,David Van Valen,28,27,0.037037037037037035,0.037037037037037035,0.14814814814814814,0.9997300728803222
2021_05_21_ABI_S10_ABI,Fanny Chapelin,12,12,0.08333333333333333,0.0,0.25,8333.333333333332
2021_05_21_ABI_S10_ABI,Maryellen Giger,13,13,0.0,0.07692307692307693,0.07692307692307693,0.0
2021_05_21_ABI_S10_ABI,Maryellen Giger UChicago,102,90,0.011111111111111112,0.022222222222222223,0.18888888888888888,0.499775101204458
2021_05_21_ABI_S10_ABI,Matt Lew,13,13,0.07692307692307693,0.0,0.23076923076923078,7692.307692307692
2021_05_21_ABI_S10_ABI,Matt Lovett-Barron,13,13,0.0,0.0,0.23076923076923078,0.0
2021_05_21_ABI_S10_ABI,Qian Liu,9,9,0.2222222222222222,0.0,0.0,22222.22222222222
2021_05_21_ABI_S10_ABI,Sapun Parekh,10,10,0.0,0.0,0.1,0.0
2021_05_21_ABI_S10_ABI,Srigokul Upadhyayula,6,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.999940003599784
2021_05_21_ABI_S11_ABI,Alexandra Dickinson,7,7,0.2857142857142857,0.14285714285714285,0.2857142857142857,1.999860009799314
2021_05_21_ABI_S11_ABI,Andrew Feig,1,1,0.0,1.0,0.0,0.0
2021_05_21_ABI_S11_ABI,Aniruddha Ray,22,22,0.0,0.045454545454545456,0.13636363636363635,0.0
2021_05_21_ABI_S11_ABI,Barbara Smith,25,24,0.0,0.08333333333333333,0.125,0.0
2021_05_21_ABI_S11_ABI,Brad Smith,65,60,0.016666666666666666,0.0,0.06666666666666667,1666.6666666666665
2021_05_21_ABI_S11_ABI,Carolyn Bayer,25,25,0.0,0.08,0.12,0.0
2021_05_21_ABI_S11_ABI,Jim Mitchell,2,2,0.0,0.0,0.0,0.0
2021_05_21_ABI_S11_ABI,Luke Mortensen,11,10,0.1,0.0,0.1,10000.0
2021_05_21_ABI_S11_ABI,Sixian You,14,14,0.14285714285714285,0.07142857142857142,0.21428571428571427,1.999720039194513
2021_05_21_ABI_S11_ABI,Sixian You | MIT,5,5,0.0,0.2,0.4,0.0
2021_05_21_ABI_S11_ABI,Steve Jett,2,1,0.0,0.0,2.0,0.0
2021_05_21_ABI_S11_ABI,Yevgenia Kozorovitskiy,11,11,0.0,0.2727272727272727,0.09090909090909091,0.0
2021_05_21_ABI_S12_ABI,Andrew Feig,1,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S12_ABI,Benjamin Bartelle,35,32,0.0625,0.0625,0.09375,0.9998400255959047
2021_05_21_ABI_S12_ABI,Brian Pogue,61,56,0.0,0.0,0.10714285714285714,0.0
2021_05_21_ABI_S12_ABI,Joyoni Dey,25,25,0.04,0.08,0.24,0.4999375078115236
2021_05_21_ABI_S12_ABI,Kristen Maitland,24,20,0.0,0.05,0.05,0.0
2021_05_21_ABI_S12_ABI,Larry Cheng,4,4,0.25,0.25,0.5,0.9999600015999359
2021_05_21_ABI_S12_ABI,Mark Sellmyer,13,13,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.9998700168978033
2021_05_21_ABI_S12_ABI,Mini Das,53,48,0.0,0.020833333333333332,0.1875,0.0
2021_05_21_ABI_S12_ABI,Morteza Mahmoudi,2,2,0.0,0.0,0.5,0.0
2021_05_21_ABI_S12_ABI,Shiva Abbaszadeh,12,12,0.16666666666666666,0.0,0.25,16666.666666666664
2021_05_21_ABI_S12_ABI,Ulugbek Kamilov,26,26,0.11538461538461539,0.038461538461538464,0.07692307692307693,2.9992202027472854
2021_05_21_ABI_S12_ABI,Uzay Emir,11,11,0.0,0.0,0.36363636363636365,0.0
2021_05_21_ABI_S13_ABI,Crystal Rogers,28,26,0.07692307692307693,0.038461538461538464,0.2692307692307692,1.999480135164857
2021_05_21_ABI_S13_ABI,Domenico (Nick) Galati,9,9,0.2222222222222222,0.1111111111111111,0.4444444444444444,1.9998200161985422
2021_05_21_ABI_S13_ABI,Dylan Burnette,12,12,0.0,0.08333333333333333,0.25,0.0
2021_05_21_ABI_S13_ABI,Dylan McCreedy,8,8,0.0,0.0,0.25,0.0
2021_05_21_ABI_S13_ABI,Dylan McCreedy | Texas A&M,38,15,0.0,0.0,0.06666666666666667,0.0
2021_05_21_ABI_S13_ABI,Ferdinand Schweser,23,21,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.9998950110238425
2021_05_21_ABI_S13_ABI,Katy Keenan,12,12,0.16666666666666666,0.08333333333333333,0.25,1.9997600287965445
2021_05_21_ABI_S13_ABI,Melike Lakadamyali,18,16,0.0625,0.125,0.25,0.499960003199744
2021_05_21_ABI_S13_ABI,Mimi Sammarco,17,17,0.11764705882352941,0.058823529411764705,0.35294117647058826,1.9996600577901755
2021_05_21_ABI_S13_ABI,Samuel Achilefu,28,25,0.08,0.04,0.08,1.9995001249687576
2021_05_21_ABI_S13_ABI,Shannon Quinn,23,23,0.043478260869565216,0.0,0.13043478260869565,4347.826086956521
2021_05_21_ABI_S13_ABI,Unknown speaker,3,3,0.0,0.0,0.0,0.0
2021_05_21_ABI_S14_ABI,Alexandra Walsh,3,3,0.3333333333333333,0.0,0.0,33333.33333333333
2021_05_21_ABI_S14_ABI,Allison Dennis,5,5,0.0,0.0,0.2,0.0
2021_05_21_ABI_S14_ABI,Andrew Feig,2,2,0.0,0.0,0.0,0.0
2021_05_21_ABI_S14_ABI,Aniruddha Ray,0,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S14_ABI,Candace Fleischer,17,16,0.0,0.125,0.125,0.0
2021_05_21_ABI_S14_ABI,Jin Zhang,33,31,0.03225806451612903,0.03225806451612903,0.0,0.9996900960702182
2021_05_21_ABI_S14_ABI,Katharine White,8,8,0.125,0.125,0.125,0.999920006399488
2021_05_21_ABI_S14_ABI,Katharine White--Notre Dame,1,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S14_ABI,Kevin Cash,15,15,0.0,0.06666666666666667,0.13333333333333333,0.0
2021_05_21_ABI_S14_ABI,Lingyan Shi,11,10,0.1,0.1,0.1,0.9999000099990001
2021_05_21_ABI_S14_ABI,Lu Wei,9,10,0.0,0.0,0.2,0.0
2021_05_21_ABI_S14_ABI,Matt Bogyo,31,31,0.03225806451612903,0.0,0.03225806451612903,3225.806451612903
2021_05_21_ABI_S14_ABI,Molly Bright,5,5,0.0,0.4,0.6,0.0
2021_05_21_ABI_S14_ABI,Ping Wang,12,12,0.08333333333333333,0.0,0.08333333333333333,8333.333333333332
2021_05_21_ABI_S14_ABI,Seu Sim,33,6,0.16666666666666666,0.0,0.16666666666666666,16666.666666666664
2021_05_21_ABI_S14_ABI,Silvia Ronco,0,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S14_ABI,Walsh,1,1,0.0,0.0,1.0,0.0
2021_05_21_ABI_S15_ABI,Alexandra Dickinson,9,8,0.25,0.125,0.25,1.999840012798976
2021_05_21_ABI_S15_ABI,Andrew Feig,1,1,0.0,1.0,0.0,0.0
2021_05_21_ABI_S15_ABI,Aniruddha Ray,27,24,0.0,0.125,0.125,0.0
2021_05_21_ABI_S15_ABI,Barbara Smith,18,18,0.0,0.1111111111111111,0.1111111111111111,0.0
2021_05_21_ABI_S15_ABI,Brad Smith,82,73,0.0136986301369863,0.0273972602739726,0.0410958904109589,0.4998175665881953
2021_05_21_ABI_S15_ABI,Carolyn Bayer,43,37,0.0,0.05405405405405406,0.16216216216216217,0.0
2021_05_21_ABI_S15_ABI,Jim Mitchell,1,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S15_ABI,Luke Mortensen,12,11,0.0,0.09090909090909091,0.09090909090909091,0.0
2021_05_21_ABI_S15_ABI,Silvia Ronco,2,2,0.0,0.0,0.0,0.0
2021_05_21_ABI_S15_ABI,Sixian You,28,28,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.9997200783780541
2021_05_21_ABI_S15_ABI,Steve Jett,6,6,0.0,0.0,0.16666666666666666,0.0
2021_05_21_ABI_S15_ABI,Yevgenia Kozorovitskiy,26,25,0.04,0.08,0.08,0.4999375078115236
2021_05_21_ABI_S16_ABI,Abhishek Shrivastava,8,8,0.125,0.125,0.0,0.999920006399488
2021_05_21_ABI_S16_ABI,Abhishek Shrivastava ASU,17,16,0.0625,0.0625,0.125,0.9998400255959047
2021_05_21_ABI_S16_ABI,Aida Ebrahimi,10,10,0.0,0.0,0.1,0.0
2021_05_21_ABI_S16_ABI,Aida Ebrahimi- Penn State U,20,18,0.0,0.0,0.16666666666666666,0.0
2021_05_21_ABI_S16_ABI,Aida Ebrahimi-Penn State U,5,5,0.2,0.2,0.2,0.999950002499875
2021_05_21_ABI_S16_ABI,Aisla Ibrahimi,2,2,0.0,0.0,0.5,0.0
2021_05_21_ABI_S16_ABI,Andrew Ferg,3,3,0.0,0.3333333333333333,0.3333333333333333,0.0
2021_05_21_ABI_S16_ABI,Carolina Tropini,13,13,0.0,0.0,0.0,0.0
2021_05_21_ABI_S16_ABI,Carolina Tropini-UBC,3,3,0.0,0.6666666666666666,0.3333333333333333,0.0
2021_05_21_ABI_S16_ABI,Chris Whitbey,5,5,0.0,0.2,0.4,0.0
2021_05_21_ABI_S16_ABI,Chris Whitbey-Scott,1,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S16_ABI,Chris Whtibey,2,2,0.0,0.0,0.5,0.0
2021_05_21_ABI_S16_ABI,Dr. Ali Keshavarzi,1,1,0.0,0.0,1.0,0.0
2021_05_21_ABI_S16_ABI,Dr. Ali Keshavarzian,55,19,0.0,0.05263157894736842,0.05263157894736842,0.0
2021_05_21_ABI_S16_ABI,Dr. Ali Keshavarziyan,13,13,0.0,0.07692307692307693,0.0,0.0
2021_05_21_ABI_S16_ABI,Lisa Ryne,2,2,0.5,0.0,1.0,49999.99999999999
2021_05_21_ABI_S16_ABI,Lisa Ryno,4,4,0.0,0.0,0.0,0.0
2021_05_21_ABI_S16_ABI,Silvia Ronco,17,17,0.0,0.11764705882352941,0.11764705882352941,0.0
2021_05_21_ABI_S16_ABI,Stavroula Hatzios,17,17,0.058823529411764705,0.0,0.0,5882.35294117647
2021_05_21_ABI_S16_ABI,Wenjing Wang,21,21,0.0,0.047619047619047616,0.09523809523809523,0.0
2021_05_21_ABI_S16_ABI,Wenshing Wang,3,3,0.3333333333333333,0.0,0.3333333333333333,33333.33333333333
2021_05_21_ABI_S16_ABI,Xin Qi,4,4,0.0,0.0,0.0,0.0
2021_05_21_ABI_S16_ABI,Xin Qi-CWRU,1,1,0.0,1.0,0.0,0.0
2021_05_21_ABI_S16_ABI,Ying-Hui Chou,8,8,0.0,0.0,0.0,0.0
2021_05_21_ABI_S1_ABI,Andrew Ferg,6,6,0.0,0.16666666666666666,0.0,0.0
2021_05_21_ABI_S1_ABI,Brian Pogue,106,95,0.010526315789473684,0.021052631578947368,0.12631578947368421,0.4997626127589395
2021_05_21_ABI_S1_ABI,Brian Pogue-DARTMOUTH,15,12,0.0,0.0,0.08333333333333333,0.0
2021_05_21_ABI_S1_ABI,Bryan Spring,11,10,0.0,0.0,0.1,0.0
2021_05_21_ABI_S1_ABI,Bryan Spring | Northeastern U,2,2,0.5,0.0,0.0,49999.99999999999
2021_05_21_ABI_S1_ABI,Carolyn Bayer,15,15,0.0,0.0,0.13333333333333333,0.0
2021_05_21_ABI_S1_ABI,Joshua Brake,26,25,0.08,0.0,0.12,7999.999999999999
2021_05_21_ABI_S1_ABI,Katharine White,39,37,0.08108108108108109,0.02702702702702703,0.08108108108108109,2.998890410548097
2021_05_21_ABI_S1_ABI,Katharine White-Notre Dame,4,4,0.25,0.0,0.0,24999.999999999996
2021_05_21_ABI_S1_ABI,Katy Keenan,11,11,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.4999725015124168
2021_05_21_ABI_S1_ABI,Larry Cheng,3,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.999970000899973
2021_05_21_ABI_S1_ABI,Nina Cardoza,1,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S1_ABI,Seu Sim,5,5,0.4,0.2,0.8,1.99990000499975
2021_05_21_ABI_S1_ABI,Shannon Quinn,27,25,0.0,0.08,0.16,0.0
2021_05_21_ABI_S1_ABI,Silvia Ronco RCS4,4,3,0.0,0.0,0.0,0.0
2021_05_21_ABI_S2_ABI,Arnold Hayer,5,5,0.2,0.2,0.2,0.999950002499875
2021_05_21_ABI_S2_ABI,Arnold Mayer-Mcgill,1,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S2_ABI,Aseema Mohanty,10,10,0.1,0.1,0.5,0.9999000099990001
2021_05_21_ABI_S2_ABI,Domenico (Nick) Galati,14,14,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.6666355570073397
2021_05_21_ABI_S2_ABI,Douglas Shepherd,15,15,0.06666666666666667,0.06666666666666667,0.3333333333333333,0.9998500224966256
2021_05_21_ABI_S2_ABI,Jin Zhang,13,13,0.0,0.0,0.07692307692307693,0.0
2021_05_21_ABI_S2_ABI,Joyoni Dey,14,14,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.9998600195972565
2021_05_21_ABI_S2_ABI,Kirsten Maclane,5,5,0.0,0.0,0.2,0.0
2021_05_21_ABI_S2_ABI,Kirsten Marlo,4,4,0.0,0.0,0.0,0.0
2021_05_21_ABI_S2_ABI,Kirsten Martinko,5,5,0.0,0.0,0.0,0.0
2021_05_21_ABI_S2_ABI,Kristen Madland,3,3,0.0,0.0,0.3333333333333333,0.0
2021_05_21_ABI_S2_ABI,Kristen Maitland,17,16,0.0,0.0,0.0,0.0
2021_05_21_ABI_S2_ABI,Lingyan Shi,14,14,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.9999533355110094
2021_05_21_ABI_S2_ABI,Matt Lovett-Barron,22,22,0.0,0.0,0.09090909090909091,0.0
2021_05_21_ABI_S2_ABI,Melike Lakadamyali,10,9,0.2222222222222222,0.2222222222222222,0.0,0.9999550020249088
2021_05_21_ABI_S2_ABI,Mimi Sammarco,8,8,0.0,0.125,0.5,0.0
2021_05_21_ABI_S2_ABI,Nick Galan,3,3,0.0,0.3333333333333333,0.3333333333333333,0.0
2021_05_21_ABI_S2_ABI,Richard Wiener,3,3,0.0,0.0,0.3333333333333333,0.0
2021_05_21_ABI_S2_ABI,Vivian Qian Liu,8,8,0.25,0.125,0.625,1.999840012798976
2021_05_21_ABI_S3_ABI,Alexandra Dickinson,10,10,0.0,0.1,0.2,0.0
2021_05_21_ABI_S3_ABI,Alexandra Walsh,2,2,0.0,1.0,0.5,0.0
2021_05_21_ABI_S3_ABI,Barbara Smith,23,22,0.045454545454545456,0.045454545454545456,0.09090909090909091,0.9997800483893543
2021_05_21_ABI_S3_ABI,David Van Valen,35,16,0.0625,0.0625,0.1875,0.9998400255959047
2021_05_21_ABI_S3_ABI,Lu Wei,11,11,0.2727272727272727,0.18181818181818182,0.5454545454545454,1.4999175045372501
2021_05_21_ABI_S3_ABI,Luke Mortensen,5,5,0.2,0.2,0.4,0.999950002499875
2021_05_21_ABI_S3_ABI,Shwetadwip Chowdhury,66,59,0.01694915254237288,0.01694915254237288,0.11864406779661017,0.9994103478947421
2021_05_21_ABI_S3_ABI,Srigokul Upadhyayula,11,9,0.0,0.4444444444444444,0.3333333333333333,0.0
2021_05_21_ABI_S3_ABI,Stefan Wilhelm,8,8,0.125,0.25,0.5,0.49998000079996796
2021_05_21_ABI_S3_ABI,Walsh,2,2,0.0,0.5,0.0,0.0
2021_05_21_ABI_S3_ABI,Wei Min,59,58,0.0,0.06896551724137931,0.05172413793103448,0.0
2021_05_21_ABI_S4_ABI,Arne Bakker,1,1,0.0,1.0,1.0,0.0
2021_05_21_ABI_S4_ABI,Benjamin Bartelle,62,59,0.01694915254237288,0.03389830508474576,0.11864406779661017,0.49985254349966757
2021_05_21_ABI_S4_ABI,Crystal Rogers,11,10,0.3,0.1,0.0,2.9997000299970003
2021_05_21_ABI_S4_ABI,Dr. Anna Moore,69,59,0.05084745762711865,0.05084745762711865,0.15254237288135594,0.9998033720035059
2021_05_21_ABI_S4_ABI,Dylan Burnette,26,23,0.08695652173913043,0.13043478260869565,0.2608695652173913,0.6666155594737736
2021_05_21_ABI_S4_ABI,Lisa Poulikakos,12,11,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.9999450030248336
2021_05_21_ABI_S4_ABI,Mark Sellmyer,21,20,0.05,0.05,0.05,0.9998000399920015
2021_05_21_ABI_S4_ABI,Molly Bright,25,23,0.043478260869565216,0.0,0.13043478260869565,4347.826086956521
2021_05_21_ABI_S4_ABI,Morteza Mahmoudi,4,4,0.25,0.25,0.25,0.9999600015999359
2021_05_21_ABI_S4_ABI,Paris Perdikaris,1,1,1.0,1.0,1.0,0.9999900000999989
2021_05_21_ABI_S4_ABI,Sandra Laney,1,1,0.0,0.0,1.0,0.0
2021_05_21_ABI_S4_ABI,Sixian You,21,21,0.047619047619047616,0.09523809523809523,0.19047619047619047,0.49994750551192124
2021_05_21_ABI_S4_ABI,Sixian You | MIT,5,4,0.0,0.0,0.25,0.0
2021_05_21_ABI_S5_ABI,Alexandra Basford,1,1,0.0,0.0,1.0,0.0
2021_05_21_ABI_S5_ABI,Anna-Karin Gustavsson,8,7,0.14285714285714285,0.0,0.14285714285714285,14285.714285714284
2021_05_21_ABI_S5_ABI,Bot 5,1,1,0.0,0.0,1.0,0.0
2021_05_21_ABI_S5_ABI,Candace Fleischer,4,4,0.5,0.0,0.75,49999.99999999999
2021_05_21_ABI_S5_ABI,Ellen Sletten,11,10,0.1,0.0,0.2,10000.0
2021_05_21_ABI_S5_ABI,Ferdinand Schweser,20,20,0.0,0.0,0.15,0.0
2021_05_21_ABI_S5_ABI,Maryellen Giger,65,58,0.017241379310344827,0.05172413793103448,0.1206896551724138,0.3332689013457398
2021_05_21_ABI_S5_ABI,Maryellen Giger UChicago,69,62,0.04838709677419355,0.04838709677419355,0.06451612903225806,0.9997933760356192
2021_05_21_ABI_S5_ABI,Ping Wang,17,17,0.058823529411764705,0.0,0.17647058823529413,5882.35294117647
2021_05_21_ABI_S5_ABI,Samuel Achilefu,1,1,0.0,0.0,0.0,0.0
2021_05_21_ABI_S5_ABI,Sapun Parekh,15,13,0.07692307692307693,0.0,0.3076923076923077,7692.307692307692
2021_05_21_ABI_S5_ABI,Shiva Abbaszadeh,7,7,0.0,0.0,0.2857142857142857,0.0
2021_05_21_ABI_S5_ABI,Ulugbek Kamilov,49,40,0.025,0.0,0.175,2500.0
2021_05_21_ABI_S5_ABI,Uzay Emir,30,27,0.07407407407407407,0.037037037037037035,0.14814814814814814,1.9994601457606445
2021_05_21_ABI_S6_ABI,Allison Dennis,12,12,0.08333333333333333,0.0,0.08333333333333333,8333.333333333332
2021_05_21_ABI_S6_ABI,Aniruddha Ray,11,8,0.0,0.25,0.0,0.0
2021_05_21_ABI_S6_ABI,Aniruddha Ray _U.toledo,8,7,0.0,0.0,0.0,0.0
2021_05_21_ABI_S6_ABI,Brad Smith,31,28,0.03571428571428571,0.03571428571428571,0.07142857142857142,0.9997200783780541
2021_05_21_ABI_S6_ABI,Dylan McCreedy,4,4,0.5,0.25,0.5,1.9999200031998718
2021_05_21_ABI_S6_ABI,Dylan McCreedy | Texas A&M,3,3,0.0,0.0,0.3333333333333333,0.0
2021_05_21_ABI_S6_ABI,Fanny Chapelin,23,18,0.0,0.0,0.05555555555555555,0.0
2021_05_21_ABI_S6_ABI,Girgis Obaid,6,5,0.0,0.0,0.2,0.0
2021_05_21_ABI_S6_ABI,Girgis Obaid | UT Dallas,13,13,0.0,0.07692307692307693,0.07692307692307693,0.0
2021_05_21_ABI_S6_ABI,Kevin Cash,19,17,0.058823529411764705,0.11764705882352941,0.0,0.499957503612193
2021_05_21_ABI_S6_ABI,Matt Bogyo,84,55,0.0,0.01818181818181818,0.07272727272727272,0.0
2021_05_21_ABI_S6_ABI,Matt Lew,7,7,0.14285714285714285,0.0,0.2857142857142857,14285.714285714284
2021_05_21_ABI_S6_ABI,Mini Das,56,45,0.08888888888888889,0.022222222222222223,0.13333333333333333,3.998200809635664
2021_05_21_ABI_S6_ABI,Yevgenia Kozorovitskiy,11,10,0.0,0.1,0.0,0.0
2021_05_21_ABI_S7_ABI,Arnold Hayer,6,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.999880007199568
2021_05_21_ABI_S7_ABI,Aseema Mohanty,4,4,0.0,0.25,0.5,0.0
2021_05_21_ABI_S7_ABI,Domenico (Nick) Galati,14,14,0.21428571428571427,0.35714285714285715,0.14285714285714285,0.5999832004703868
2021_05_21_ABI_S7_ABI,Douglas Shepherd,7,7,0.0,0.0,0.42857142857142855,0.0
2021_05_21_ABI_S7_ABI,Jin Zhang,19,17,0.11764705882352941,0.0,0.0,11764.70588235294
2021_05_21_ABI_S7_ABI,Joyoni Dey,14,14,0.2857142857142857,0.21428571428571427,0.14285714285714285,1.3332711140146793
2021_05_21_ABI_S7_ABI,Kristen Maitland,29,29,0.0,0.0,0.034482758620689655,0.0
