outcome,role_facilitator,role_in_funded,role_on_team
p_interruptions_made,0.00018037307317848156,0.22508405150783128,0.5931745108700617
p_nods_received,0.015376791356875915,0.6779406526785329,0.15460552949545453
p_overlaps,0.08683489845222962,0.6555773720446469,0.9427729525183592
p_screenshare_segments,1.517681663072128e-05,0.21594846277716317,0.9904565894061164
p_smile_other_total,0.0007767605958301154,0.9374082403933868,0.42174406130196196
p_smile_self_total,0.0002675767813563789,0.7152607233043775,0.6646377579633416
p_speaking_duration_sec,3.6282574982555097e-13,0.04879068482273687,0.0005450992857494625
p_turns,5.540261032345304e-24,0.07012634520937848,0.5434264932429208
