target,description,n_rows,pos_count,neg_count,roc_auc_mean,roc_auc_sd,accuracy_mean,accuracy_sd,precision_mean,precision_sd,recall_mean,recall_sd,f1_mean,f1_sd,roc_curve_png
role_facilitator,Facilitator vs Non-facilitator,790,65,725,0.9657294429708223,0.03448945048309719,0.9531645569620253,0.027030577853243823,0.7016796609187914,0.15872572600352072,0.8615384615384615,0.13234346564680963,0.7600041608155198,0.12281562415547884,/Users/maxchalekson/Desktop/outputs/clf_roc_role_facilitator.png
role_in_funded,Funded vs Unfunded,790,145,645,0.7852445870088213,0.02883738968772193,0.6797468354430379,0.032911392405063314,0.34377550154506975,0.027777766014675395,0.8068965517241379,0.05160906740377848,0.48136448045288815,0.031215795089109783,/Users/maxchalekson/Desktop/outputs/clf_roc_role_in_funded.png
role_on_team,On-team vs Not-on-team,790,334,456,0.8674410653158219,0.02332954780145013,0.8012658227848102,0.029305916209595516,0.7176249055134837,0.028814618974435238,0.8742650384441429,0.04279954999091655,0.7879964335585798,0.03226721456584959,/Users/maxchalekson/Desktop/outputs/clf_roc_role_on_team.png
