,0,1,accuracy,macro avg,weighted avg
precision,0.9375,0.34210526315789475,0.6797468354430379,0.6398026315789473,0.828218687541639
recall,0.6511627906976745,0.8068965517241379,0.6797468354430379,0.7290296712109061,0.6797468354430379
f1-score,0.7685269899359561,0.4804928131416838,0.6797468354430379,0.62450990153882,0.7156599574863745
support,645.0,145.0,0.6797468354430379,790.0,790.0
