,0
p_turns,2.2616593055161065
p_smile_self_total,0.4105991029011682
p_interruptions_made,0.287772372231652
p_smile_other_total,0.10904970909368983
p_nods_received,0.10812836030882451
p_screenshare_segments,0.0888786375967616
p_overlaps,-0.3941717864395702
p_speaking_duration_sec,-0.5698171799194108
