,0
p_speaking_duration_sec,1.6321589370478455
p_overlaps,0.4100184272587946
p_screenshare_segments,0.3895285181129857
p_interruptions_made,0.3351438445725981
p_smile_other_total,0.10425370284985261
p_smile_self_total,0.014970633991738787
p_nods_received,-0.008927336140629554
p_turns,-1.7309909501073577
