source,target,t_i,t_j,weight,speaker_i,speaker_j
312,318,2649.5,2665.0,0.6171904802322388,Carolyn Bayer,Carolyn Bayer
397,404,3188.75,3227.846153846154,0.6169841289520264,Brad Smith,Barbara Smith
200,211,1743.25,1863.1666666666665,0.6169778108596802,Carolyn Bayer,Barbara Smith
49,65,327.0,438.5,0.6169049143791199,Sixian You,Luke Mortensen
308,319,2634.5,2672.0,0.6159545183181763,Barbara Smith,Brad Smith
416,424,3340.4615384615386,3415.5384615384614,0.6155298352241516,Barbara Smith,Barbara Smith
20,34,96.25,200.0,0.6150213479995728,Aniruddha Ray,Barbara Smith
19,34,89.75,200.0,0.6145568490028381,Aniruddha Ray,Barbara Smith
243,244,2181.625,2187.875,0.6118850708007812,Sixian You,Sixian You
58,70,401.16666666666663,479.5,0.6112775802612305,Sixian You,Luke Mortensen
407,408,3256.0,3265.3846153846152,0.6080442667007446,Barbara Smith,Barbara Smith
70,76,479.5,535.875,0.6079487800598145,Luke Mortensen,Steve Jett
19,25,89.75,127.08333333333333,0.6067600250244141,Aniruddha Ray,Alexandra Dickinson
308,320,2634.5,2679.5,0.6065669059753418,Barbara Smith,Sixian You
404,408,3227.846153846154,3265.3846153846152,0.6049964427947998,Barbara Smith,Barbara Smith
222,223,1961.5,1972.5,0.6049070358276367,Barbara Smith,Barbara Smith
367,375,2982.166666666667,3023.0,0.6049010753631592,Carolyn Bayer,Aniruddha Ray
316,317,2661.0,2663.0,0.604556143283844,Carolyn Bayer,Carolyn Bayer
4,20,20.8125,96.25,0.6044608354568481,Brad Smith,Aniruddha Ray
166,178,1378.75,1485.625,0.6032102108001709,Carolyn Bayer,Carolyn Bayer
139,140,1052.5,1060.25,0.6027706861495972,Brad Smith,Brad Smith
312,317,2649.5,2663.0,0.6005653142929077,Carolyn Bayer,Carolyn Bayer
399,400,3191.75,3193.25,0.6002910137176514,Brad Smith,Brad Smith
316,318,2661.0,2665.0,0.5990421175956726,Carolyn Bayer,Carolyn Bayer
34,35,200.0,209.60000000000002,0.5979282259941101,Barbara Smith,Barbara Smith
